side,c_min,filt,k,tgt,ex,n,winrate,avg,total,max_loss,pf,avg_h1,avg_h2
short,100,無,140,100,13:10,101,0.703,4.8,485.0,-645.0,1.08,-1.5,13.7
short,100,無,140,100,13:20,101,0.713,10.13,1023.0,-613.0,1.18,2.7,20.6
short,100,無,140,100,13:30,101,0.713,10.89,1100.0,-619.0,1.19,0.8,25.0
short,100,無,140,100,13:44,101,0.713,14.22,1436.0,-618.0,1.26,-0.1,34.3
short,100,無,140,150,12:00,101,0.545,3.42,345.0,-604.0,1.05,7.4,-2.1
short,100,無,140,150,12:30,101,0.584,4.7,475.0,-642.0,1.06,7.9,0.2
short,100,無,140,150,13:00,101,0.584,-1.64,-166.0,-627.0,0.98,7.7,-14.8
short,100,無,140,150,13:10,101,0.594,-6.29,-635.0,-645.0,0.93,8.5,-27.1
short,100,無,140,150,13:20,101,0.614,3.52,356.0,-613.0,1.04,13.8,-11.0
short,100,無,140,150,13:30,101,0.614,7.17,724.0,-619.0,1.09,13.6,-1.8
short,100,無,140,150,13:44,101,0.614,9.51,961.0,-618.0,1.12,11.7,6.5
short,100,無,140,200,12:00,101,0.485,7.3,737.0,-604.0,1.1,5.7,9.5
short,100,無,140,200,12:30,101,0.545,9.82,992.0,-642.0,1.12,5.1,16.5
short,100,無,140,200,13:00,101,0.515,1.39,140.0,-627.0,1.02,4.7,-3.3
short,100,無,140,200,13:10,101,0.525,-4.49,-453.0,-645.0,0.95,5.5,-18.5
short,100,無,140,200,13:20,101,0.545,6.04,610.0,-613.0,1.07,11.6,-1.8
short,100,無,140,200,13:30,101,0.545,8.22,830.0,-619.0,1.1,9.0,7.1
short,100,無,140,200,13:44,101,0.535,7.61,769.0,-618.0,1.08,5.0,11.3
short,100,無,140,250,12:00,101,0.446,6.33,639.0,-604.0,1.08,-0.1,15.3
short,100,無,140,250,12:30,101,0.515,11.75,1187.0,-642.0,1.15,3.2,23.8
short,100,無,140,250,13:00,101,0.485,5.73,579.0,-627.0,1.06,0.6,12.9
short,100,無,140,250,13:10,101,0.495,-2.31,-233.0,-645.0,0.98,-2.2,-2.4
short,100,無,140,250,13:20,101,0.525,7.53,761.0,-613.0,1.08,3.1,13.8
short,100,無,140,250,13:30,101,0.515,11.64,1176.0,-619.0,1.13,3.2,23.6
short,100,無,140,250,13:44,101,0.505,11.52,1164.0,-618.0,1.12,0.2,27.5
short,100,無,150,50,12:00,103,0.748,-7.72,-795.0,-614.0,0.82,-13.7,0.7
short,100,無,150,50,12:30,103,0.767,-8.95,-922.0,-642.0,0.8,-16.8,2.1
short,100,無,150,50,13:00,103,0.806,-5.37,-553.0,-627.0,0.88,-14.0,6.7
short,100,無,150,50,13:10,103,0.806,-7.58,-781.0,-645.0,0.84,-16.0,4.2
short,100,無,150,50,13:20,103,0.806,-4.53,-467.0,-613.0,0.9,-10.7,4.0
short,100,無,150,50,13:30,103,0.806,-5.2,-536.0,-619.0,0.88,-13.6,6.5
short,100,無,150,50,13:44,103,0.816,-1.97,-203.0,-618.0,0.95,-13.6,14.2
short,100,無,150,75,12:00,103,0.67,-2.43,-250.0,-614.0,0.95,-11.0,9.6
short,100,無,150,75,12:30,103,0.689,-4.26,-439.0,-642.0,0.92,-13.8,9.0
short,100,無,150,75,13:00,103,0.709,-3.97,-409.0,-627.0,0.93,-12.4,7.8
short,100,無,150,75,13:10,103,0.718,-6.84,-705.0,-645.0,0.88,-15.4,5.0
short,100,無,150,75,13:20,103,0.728,-2.78,-286.0,-613.0,0.95,-11.3,9.2
short,100,無,150,75,13:30,103,0.728,-2.1,-216.0,-619.0,0.96,-12.6,12.6
short,100,無,150,75,13:44,103,0.728,0.42,43.0,-618.0,1.01,-14.0,20.5
short,100,無,150,100,12:00,103,0.641,6.3,649.0,-614.0,1.11,-0.8,16.2
short,100,無,150,100,12:30,103,0.67,5.84,602.0,-642.0,1.1,-1.1,15.6
short,100,無,150,100,13:00,103,0.689,5.0,515.0,-627.0,1.08,1.9,9.3
short,100,無,150,100,13:10,103,0.699,1.95,201.0,-645.0,1.03,-0.8,5.8
short,100,無,150,100,13:20,103,0.709,7.47,769.0,-613.0,1.13,3.3,13.3
short,100,無,150,100,13:30,103,0.709,8.51,877.0,-619.0,1.14,1.5,18.3
short,100,無,150,100,13:44,103,0.709,11.83,1218.0,-618.0,1.21,0.6,27.5
short,100,無,150,150,12:00,103,0.544,2.14,220.0,-614.0,1.03,7.0,-4.7
short,100,無,150,150,12:30,103,0.583,2.57,265.0,-642.0,1.03,7.1,-3.8
short,100,無,150,150,13:00,103,0.583,-2.94,-303.0,-627.0,0.96,7.1,-17.0
short,100,無,150,150,13:10,103,0.592,-7.91,-815.0,-645.0,0.91,8.0,-30.2
short,100,無,150,150,13:20,103,0.612,1.85,191.0,-613.0,1.02,13.5,-14.3
short,100,無,150,150,13:30,103,0.612,5.7,587.0,-619.0,1.07,12.8,-4.2
short,100,無,150,150,13:44,103,0.612,7.79,802.0,-618.0,1.1,11.2,3.0
short,100,無,150,200,12:00,103,0.495,8.01,825.0,-614.0,1.11,5.3,11.8
short,100,無,150,200,12:30,103,0.553,10.32,1063.0,-642.0,1.13,4.1,19.0
short,100,無,150,200,13:00,103,0.524,2.17,223.0,-627.0,1.03,4.0,-0.4
short,100,無,150,200,13:10,103,0.534,-3.51,-362.0,-645.0,0.96,4.9,-15.2
short,100,無,150,200,13:20,103,0.553,6.78,698.0,-613.0,1.08,10.9,1.0
short,100,無,150,200,13:30,103,0.553,9.4,968.0,-619.0,1.11,9.0,10.0
short,100,無,150,200,13:44,103,0.544,8.4,865.0,-618.0,1.09,4.3,14.1
short,100,無,150,250,12:00,103,0.447,4.09,421.0,-614.0,1.05,-0.6,10.6
short,100,無,150,250,12:30,103,0.515,7.91,815.0,-642.0,1.1,2.3,15.7
short,100,無,150,250,13:00,103,0.485,1.07,110.0,-627.0,1.01,-0.0,2.6
short,100,無,150,250,13:10,103,0.495,-6.66,-686.0,-645.0,0.93,-2.7,-12.2
short,100,無,150,250,13:20,103,0.524,2.93,302.0,-613.0,1.03,2.6,3.4
short,100,無,150,250,13:30,103,0.515,7.36,758.0,-619.0,1.08,3.2,13.1
short,100,無,150,250,13:44,103,0.505,6.8,700.0,-618.0,1.07,-0.4,16.9
short,100,前日反向,10,50,12:00,43,0.767,-1.02,-44.0,-474.0,0.97,-9.8,12.5
short,100,前日反向,10,50,12:30,43,0.767,-2.02,-87.0,-288.0,0.95,-16.5,20.1
short,100,前日反向,10,50,13:00,43,0.767,-8.77,-377.0,-297.0,0.81,-26.5,18.4
short,100,前日反向,10,50,13:10,43,0.767,-9.37,-403.0,-372.0,0.8,-28.5,19.9
short,100,前日反向,10,50,13:20,43,0.767,-5.16,-222.0,-336.0,0.88,-18.5,15.2
short,100,前日反向,10,50,13:30,43,0.767,-6.16,-265.0,-435.0,0.86,-18.1,12.1
short,100,前日反向,10,50,13:44,43,0.791,5.7,245.0,-262.0,1.18,-15.9,38.7
short,100,前日反向,10,75,12:00,43,0.767,15.84,681.0,-474.0,1.42,3.6,34.5
short,100,前日反向,10,75,12:30,43,0.767,16.0,688.0,-288.0,1.41,-1.1,42.1
short,100,前日反向,10,75,13:00,43,0.767,10.42,448.0,-297.0,1.23,-9.2,40.4
short,100,前日反向,10,75,13:10,43,0.767,9.81,422.0,-372.0,1.21,-11.2,42.0
short,100,前日反向,10,75,13:20,43,0.767,14.02,603.0,-336.0,1.33,-1.2,37.2
short,100,前日反向,10,75,13:30,43,0.767,13.02,560.0,-435.0,1.3,-0.8,34.1
