date,o0900,p10,c1330,hi_am,lo_am,m_drift,pm_drift,full,sox,yr,pnl
2005-02-02,5981.54,6059.16,6018.69,6061.25,5981.54,77.61999999999989,-40.470000000000255,37.149999999999636,0.011139716803644006,2005,37.149999999999636
2005-02-03,6018.69,6022.51,6034.6,6034.04,6006.23,3.8200000000006185,12.090000000000146,15.910000000000764,-0.006438818978602545,2005,15.910000000000764
2005-02-14,6034.6,6116.66,6112.4,6148.95,6034.6,82.05999999999949,-4.260000000000218,77.79999999999927,0.03581791371355192,2005,4.260000000000218
2005-02-17,6143.49,6115.27,6072.16,6143.49,6097.2,-28.219999999999345,-43.11000000000058,-71.32999999999993,-0.008446407431017322,2005,-71.32999999999993
2005-02-18,6072.16,6104.89,6115.43,6102.25,6062.96,32.73000000000047,10.539999999999964,43.27000000000044,-0.01320230523729704,2005,-43.27000000000044
2005-02-21,6115.43,6146.64,6142.78,6169.42,6115.43,31.210000000000036,-3.860000000000582,27.349999999999454,-0.004769882265344916,2005,27.349999999999454
2005-02-22,6142.78,6120.25,6107.17,6161.0,6115.63,-22.529999999999745,-13.079999999999927,-35.60999999999967,-0.004769882265344916,2005,-35.60999999999967
2005-02-23,6107.17,6061.92,6121.52,6107.17,6061.14,-45.25,59.600000000000364,14.350000000000364,-0.004535571505388858,2005,14.350000000000364
2005-02-24,6121.52,6143.4,6128.34,6152.09,6109.9,21.8799999999992,-15.05999999999949,6.819999999999709,-0.004156978792362542,2005,6.819999999999709
2005-02-25,6128.34,6196.19,6207.83,6223.16,6128.34,67.84999999999945,11.640000000000327,79.48999999999978,0.023890382529125898,2005,-11.640000000000327
2005-03-01,6207.83,6222.32,6259.69,6231.29,6207.78,14.489999999999782,37.36999999999989,51.85999999999967,-0.01458192472391251,2005,-51.85999999999967
2005-03-02,6259.69,6265.72,6225.25,6267.52,6240.87,6.030000000000655,-40.470000000000255,-34.4399999999996,0.022459575052032,2005,40.470000000000255
2005-03-03,6225.25,6187.27,6202.38,6225.25,6164.15,-37.97999999999956,15.109999999999673,-22.86999999999989,-0.015747679230511125,2005,22.86999999999989
2005-03-04,6202.38,6194.07,6193.62,6209.92,6178.26,-8.3100000000004,-0.4499999999998181,-8.760000000000218,-0.012704256721438045,2005,8.760000000000218
2005-03-07,6193.62,6241.76,6220.52,6250.11,6193.62,48.14000000000033,-21.23999999999978,26.900000000000546,-0.0023939965931587537,2005,26.900000000000546
2005-03-08,6220.52,6230.4,6173.34,6250.58,6213.82,9.8799999999992,-57.05999999999949,-47.18000000000029,0.01882874152014402,2005,-47.18000000000029
2005-03-09,6173.34,6196.62,6213.28,6198.82,6163.56,23.279999999999745,16.659999999999854,39.9399999999996,-0.013815282873578916,2005,-39.9399999999996
2005-03-10,6213.28,6195.87,6192.53,6215.47,6190.7,-17.409999999999854,-3.3400000000001455,-20.75,-0.002549145691714161,2005,-20.75
2005-03-11,6192.53,6217.83,6204.23,6238.43,6192.53,25.300000000000182,-13.600000000000364,11.699999999999818,0.01411369235374016,2005,11.699999999999818
2005-03-14,6204.23,6166.8,6155.51,6204.23,6151.8,-37.42999999999938,-11.289999999999964,-48.719999999999345,-0.0285610498115606,2005,-37.42999999999938
2005-03-16,6063.48,6067.59,6072.36,6084.38,6051.46,4.110000000000582,4.769999999999527,8.88000000000011,-0.02122022080185937,2005,4.110000000000582
2005-03-17,6072.36,6052.69,6032.47,6072.36,6002.1,-19.670000000000073,-20.219999999999345,-39.88999999999942,-0.009973404255319118,2005,-39.88999999999942
2005-03-21,6043.95,6072.68,6058.96,6077.94,6043.95,28.730000000000473,-13.720000000000255,15.010000000000218,-0.008784107228339,2005,15.010000000000218
2005-03-22,6058.96,6020.72,6018.79,6058.96,6010.15,-38.23999999999978,-1.930000000000291,-40.17000000000007,-0.0017385845024509017,2005,-40.17000000000007
2005-03-23,6018.79,5981.46,6019.49,6018.79,5983.64,-37.32999999999993,38.029999999999745,0.6999999999998181,-0.008030768486490536,2005,0.6999999999998181
2005-03-24,6019.49,6043.82,6001.0,6054.65,6019.49,24.329999999999927,-42.81999999999971,-18.48999999999978,0.011631593064937107,2005,-18.48999999999978
2005-03-29,6048.74,6004.46,5961.24,6048.74,5994.32,-44.279999999999745,-43.220000000000255,-87.5,-0.0009137251130133528,2005,-87.5
2005-03-30,5961.24,5964.38,5957.98,5980.5,5940.18,3.1400000000003274,-6.400000000000546,-3.2600000000002183,-0.012851985559566681,2005,3.2600000000002183
2005-03-31,5957.98,6002.35,6005.88,6013.31,5957.98,44.3700000000008,3.5299999999997453,47.900000000000546,0.02316169299785442,2005,-3.5299999999997453
2005-04-01,6005.88,5993.7,6028.75,6012.64,5974.95,-12.180000000000291,35.05000000000018,22.86999999999989,-0.0063622932850403435,2005,22.86999999999989
2005-04-04,6028.75,6020.74,6019.93,6028.75,6006.3,-8.010000000000218,-0.8099999999994907,-8.819999999999709,-0.013837262284467244,2005,8.819999999999709
2005-04-08,5971.76,6020.21,6024.07,6020.18,5971.76,48.44999999999982,3.8599999999996726,52.30999999999949,0.019714264852629837,2005,52.30999999999949
2005-04-11,6024.07,5995.27,5979.42,6024.07,5996.24,-28.799999999999272,-15.850000000000364,-44.649999999999636,-0.0048213475905196645,2005,-44.649999999999636
2005-04-12,5979.42,5968.46,5993.89,5990.82,5955.24,-10.960000000000036,25.43000000000029,14.470000000000255,-0.008010552824079586,2005,14.470000000000255
2005-04-13,5993.89,6004.37,5998.08,6007.01,5993.89,10.479999999999563,-6.289999999999964,4.1899999999996,-0.0011363361620850831,2005,4.1899999999996
2005-04-14,5998.08,5988.67,5976.68,5998.08,5964.33,-9.409999999999854,-11.989999999999782,-21.399999999999636,-0.027133659292249535,2005,-9.409999999999854
2005-04-15,5976.68,5933.24,5888.37,5976.68,5927.06,-43.44000000000051,-44.86999999999989,-88.3100000000004,-0.015475331525390046,2005,88.3100000000004
2005-04-18,5888.37,5779.58,5715.16,5888.37,5766.38,-108.78999999999996,-64.42000000000007,-173.21000000000004,-0.03302923858381135,2005,-108.78999999999996
2005-04-20,5748.35,5727.25,5693.01,5799.85,5726.63,-21.100000000000364,-34.23999999999978,-55.340000000000146,0.01739017753012817,2005,-55.340000000000146
2005-04-21,5693.01,5688.84,5721.99,5693.01,5565.41,-4.170000000000073,33.149999999999636,28.979999999999563,-0.021882005298552998,2005,-4.170000000000073
2005-04-22,5721.99,5793.88,5747.09,5799.73,5721.99,71.89000000000033,-46.789999999999964,25.100000000000364,0.027996978930645566,2005,46.789999999999964
2005-04-25,5747.09,5755.31,5758.31,5755.62,5727.42,8.220000000000255,3.0,11.220000000000255,-0.01360458046209978,2005,-11.220000000000255
2005-04-27,5805.25,5794.85,5778.27,5817.92,5794.43,-10.399999999999636,-16.579999999999927,-26.979999999999563,-0.007204169221336598,2005,-26.979999999999563
2005-04-28,5778.27,5769.81,5842.27,5778.55,5755.08,-8.460000000000036,72.46000000000004,64.0,-0.002290154907107156,2005,64.0
2005-04-29,5842.27,5814.22,5818.07,5842.27,5794.66,-28.050000000000182,3.8499999999994543,-24.200000000000728,-0.008743197585949103,2005,-24.200000000000728
2005-05-03,5818.07,5853.99,5818.22,5863.41,5818.07,35.92000000000007,-35.76999999999953,0.1500000000005457,-0.0009853494100868776,2005,0.1500000000005457
2005-05-04,5818.22,5824.04,5803.68,5831.02,5812.02,5.819999999999709,-20.359999999999673,-14.539999999999964,-0.0004931606405896849,2005,-14.539999999999964
2005-05-05,5803.68,5887.83,5927.5,5896.25,5803.68,84.14999999999964,39.67000000000007,123.81999999999971,0.024150825802430775,2005,-39.67000000000007
2005-05-06,5927.5,5950.35,5967.96,5951.9,5917.02,22.850000000000364,17.609999999999673,40.460000000000036,-0.00015213753232923288,2005,40.460000000000036
2005-05-11,5949.8,5914.36,5917.13,5949.8,5900.72,-35.44000000000051,2.7700000000004366,-32.67000000000007,-0.010312641140161616,2005,32.67000000000007
2005-05-16,5981.48,5959.47,5925.88,5997.77,5941.03,-22.00999999999931,-33.590000000000146,-55.599999999999454,0.02823535338270111,2005,33.590000000000146
2005-05-19,5890.83,5976.78,5970.71,5997.76,5890.83,85.94999999999982,-6.069999999999709,79.88000000000011,0.01044480895407185,2005,79.88000000000011
2005-05-23,5954.69,5909.68,5885.45,5954.69,5893.77,-45.00999999999931,-24.230000000000473,-69.23999999999978,0.012235473350948656,2005,-69.23999999999978
2005-05-24,5885.45,5905.29,5909.1,5907.73,5885.45,19.840000000000146,3.8100000000004,23.650000000000546,-0.003221785857065562,2005,23.650000000000546
2005-05-25,5909.1,5950.66,5888.53,5956.64,5909.1,41.55999999999949,-62.13000000000011,-20.57000000000062,0.015500401075826842,2005,-20.57000000000062
2005-05-26,5888.53,5904.86,5939.42,5909.08,5883.18,16.329999999999927,34.5600000000004,50.89000000000033,-0.011012243570383107,2005,-50.89000000000033
2005-05-27,5939.42,5995.23,5991.55,5998.45,5939.42,55.80999999999949,-3.6799999999993815,52.13000000000011,0.018581596936738,2005,52.13000000000011
2005-05-30,5991.55,5987.59,6009.52,6001.3,5979.82,-3.9600000000000364,21.93000000000029,17.970000000000255,-0.007310885608856177,2005,17.970000000000255
2005-05-31,6009.52,5993.49,6011.56,6011.33,5981.24,-16.030000000000655,18.07000000000062,2.0399999999999636,-0.007310885608856177,2005,2.0399999999999636
2005-06-01,6011.56,5977.27,5971.62,6023.34,5974.6,-34.289999999999964,-5.650000000000546,-39.94000000000051,-0.003438422043073208,2005,-39.94000000000051
2005-06-03,6039.48,6080.76,6107.95,6078.93,6039.48,41.280000000000655,27.1899999999996,68.47000000000025,0.01842123533359552,2005,68.47000000000025
2005-06-06,6107.95,6122.12,6137.57,6119.0,6086.41,14.170000000000073,15.449999999999818,29.61999999999989,-0.013202445065557789,2005,-29.61999999999989
2005-06-07,6137.57,6117.95,6105.79,6146.94,6111.46,-19.61999999999989,-12.159999999999854,-31.779999999999745,-0.004559480495555657,2005,-31.779999999999745
2005-06-08,6105.79,6135.93,6161.66,6139.64,6105.79,30.140000000000327,25.729999999999563,55.86999999999989,-0.011011381511982998,2005,-55.86999999999989
2005-06-10,6145.92,6169.18,6192.35,6198.3,6145.92,23.26000000000022,23.170000000000073,46.43000000000029,0.019104283356961904,2005,46.43000000000029
2005-06-13,6192.35,6183.59,6231.05,6194.9,6170.68,-8.760000000000218,47.460000000000036,38.69999999999982,-0.0176514857807476,2005,-38.69999999999982
2005-06-14,6231.05,6259.92,6205.76,6266.25,6225.23,28.86999999999989,-54.159999999999854,-25.289999999999964,-0.0009982588508415935,2005,-25.289999999999964
2005-06-15,6205.76,6238.51,6252.1,6244.61,6205.76,32.75,13.590000000000146,46.340000000000146,-0.010852388919873612,2005,-46.340000000000146
2005-06-21,6296.89,6278.46,6278.46,6304.88,6280.07,-18.43000000000029,0.0,-18.43000000000029,-0.005133446377552198,2005,-18.43000000000029
2005-06-27,6340.69,6290.59,6302.99,6340.69,6294.57,-50.099999999999454,12.399999999999636,-37.69999999999982,-0.01895462377943713,2005,37.69999999999982
2005-06-28,6302.99,6303.15,6316.84,6322.7,6294.18,0.15999999999985448,13.69000000000051,13.850000000000364,-0.013185011709601846,2005,-13.850000000000364
2005-06-30,6231.65,6247.4,6241.94,6280.53,6231.65,15.75,-5.460000000000036,10.289999999999964,-0.008984218819821699,2005,10.289999999999964
2005-07-01,6241.94,6207.11,6272.14,6252.23,6195.17,-34.82999999999993,65.03000000000065,30.200000000000728,-0.005458385741747174,2005,30.200000000000728
2005-07-06,6232.04,6237.23,6222.05,6256.9,6232.04,5.1899999999996,-15.179999999999382,-9.989999999999782,0.015523655093475641,2005,-9.989999999999782
2005-07-07,6222.05,6212.88,6212.6,6222.05,6191.54,-9.170000000000073,-0.27999999999974534,-9.449999999999818,0.01047267945617203,2005,-9.449999999999818
2005-07-11,6201.4,6265.77,6298.86,6268.43,6201.4,64.3700000000008,33.089999999999236,97.46000000000004,0.02514529162518242,2005,-33.089999999999236
2005-07-12,6298.86,6348.49,6358.81,6362.59,6298.86,49.63000000000011,10.320000000000618,59.95000000000073,0.019988706945228696,2005,59.95000000000073
2005-07-15,6418.35,6440.07,6410.59,6453.44,6418.35,21.719999999999345,-29.479999999999563,-7.760000000000218,0.012615955473098461,2005,-7.760000000000218
2005-07-19,6410.59,6402.64,6416.34,6417.06,6387.86,-7.949999999999818,13.699999999999818,5.75,-0.0060391683202485336,2005,5.75
2005-07-20,6416.34,6438.1,6423.81,6445.44,6416.34,21.76000000000022,-14.289999999999964,7.470000000000255,0.017164308653762728,2005,7.470000000000255
2005-07-21,6423.81,6436.36,6394.03,6478.64,6344.84,12.549999999999272,-42.32999999999993,-29.780000000000655,0.017023999999999928,2005,-29.780000000000655
2005-07-22,6394.03,6396.2,6380.73,6415.43,6377.57,2.1700000000000728,-15.470000000000255,-13.300000000000182,-0.016340486229102447,2005,13.300000000000182
2005-07-25,6380.73,6416.47,6420.45,6426.5,6380.73,35.74000000000069,3.9799999999995634,39.720000000000255,0.01332793107860275,2005,39.720000000000255
2005-07-26,6420.45,6434.06,6366.16,6439.98,6413.91,13.610000000000582,-67.90000000000055,-54.289999999999964,-0.006355352595803776,2005,-54.289999999999964
2005-07-27,6366.16,6358.23,6327.25,6376.05,6343.38,-7.930000000000291,-30.979999999999563,-38.909999999999854,0.010314081792574648,2005,-38.909999999999854
2005-07-28,6327.25,6334.9,6375.64,6364.38,6327.25,7.649999999999636,40.74000000000069,48.39000000000033,-0.006603219855777387,2005,48.39000000000033
2005-08-02,6307.93,6331.56,6343.54,6360.43,6307.93,23.63000000000011,11.979999999999563,35.60999999999967,-0.00014754236573644164,2005,35.60999999999967
2005-08-03,6343.54,6410.98,6455.57,6417.43,6343.54,67.4399999999996,44.590000000000146,112.02999999999975,0.024938339271033172,2005,-44.590000000000146
2005-08-04,6455.57,6466.43,6446.01,6481.62,6441.38,10.860000000000582,-20.420000000000073,-9.55999999999949,-0.0039284245166597564,2005,-9.55999999999949
2005-08-08,6446.01,6379.66,6380.03,6446.01,6381.87,-66.35000000000036,0.36999999999989086,-65.98000000000047,-0.0028569010030897735,2005,-65.98000000000047
2005-08-09,6380.03,6367.43,6380.0,6397.37,6361.19,-12.599999999999454,12.569999999999709,-0.02999999999974534,-0.011311785054861079,2005,0.02999999999974534
2005-08-10,6380.0,6415.73,6356.84,6430.13,6380.0,35.72999999999956,-58.88999999999942,-23.159999999999854,0.012128107156656354,2005,-23.159999999999854
2005-08-11,6356.84,6371.51,6353.71,6380.39,6351.01,14.670000000000073,-17.800000000000182,-3.130000000000109,-0.012216071769421633,2005,3.130000000000109
2005-08-15,6350.9,6283.1,6245.13,6350.9,6268.02,-67.79999999999927,-37.970000000000255,-105.76999999999953,-0.013260846391642711,2005,105.76999999999953
2005-08-16,6245.13,6249.79,6242.4,6266.33,6235.73,4.6599999999998545,-7.390000000000327,-2.730000000000473,0.010651859213966164,2005,-2.730000000000473
2005-08-17,6242.4,6237.39,6241.92,6245.55,6213.59,-5.009999999999309,4.529999999999745,-0.47999999999956344,-0.020437831366512782,2005,-5.009999999999309
2005-08-18,6241.92,6245.46,6205.09,6257.56,6235.54,3.5399999999999636,-40.36999999999989,-36.82999999999993,0.012985595809690054,2005,-36.82999999999993
2005-08-19,6205.09,6174.3,6158.94,6205.09,6155.76,-30.789999999999964,-15.360000000000582,-46.150000000000546,-0.006183345901109583,2005,-46.150000000000546
2005-08-23,6206.65,6233.11,6195.18,6234.31,6198.83,26.460000000000036,-37.92999999999938,-11.469999999999345,0.011789646743245452,2005,-11.469999999999345
2005-08-24,6195.18,6153.05,6127.24,6195.18,6143.96,-42.13000000000011,-25.8100000000004,-67.94000000000051,-0.0004276062601556996,2005,-67.94000000000051
2005-08-25,6127.24,6124.3,6109.66,6131.07,6097.23,-2.9399999999996,-14.640000000000327,-17.579999999999927,-0.007593258042436601,2005,-17.579999999999927
2005-08-29,6136.55,6078.06,6049.44,6136.55,6073.33,-58.48999999999978,-28.6200000000008,-87.11000000000058,-0.006487528101916329,2005,-87.11000000000058
2005-08-30,6049.44,6060.5,6032.12,6087.86,6049.44,11.0600000000004,-28.38000000000011,-17.31999999999971,0.013426145424766167,2005,-17.31999999999971
2005-08-31,6032.12,6066.88,6033.47,6065.01,6022.48,34.76000000000022,-33.409999999999854,1.3500000000003638,-0.0034449760765550286,2005,1.3500000000003638
2005-09-02,6033.47,6087.04,6116.05,6097.33,6033.47,53.56999999999971,29.01000000000022,82.57999999999993,-0.011356200527704474,2005,-82.57999999999993
2005-09-05,6116.05,6114.45,6098.78,6131.95,6100.34,-1.6000000000003638,-15.670000000000073,-17.270000000000437,-0.002028310950744072,2005,-17.270000000000437
2005-09-06,6098.78,6125.54,6140.14,6142.95,6098.78,26.76000000000022,14.600000000000364,41.36000000000058,-0.002028310950744072,2005,41.36000000000058
2005-09-07,6140.14,6146.3,6141.14,6168.51,6140.14,6.1599999999998545,-5.1599999999998545,1.0,0.015596251765007896,2005,1.0
2005-09-08,6141.14,6170.0,6149.88,6168.89,6141.14,28.859999999999673,-20.11999999999989,8.739999999999782,-0.0027595795327673978,2005,8.739999999999782
2005-09-09,6149.88,6156.28,6119.06,6167.9,6148.94,6.399999999999636,-37.219999999999345,-30.81999999999971,0.011427967891846302,2005,-30.81999999999971
2005-09-13,6164.98,6167.18,6169.08,6172.6,6156.12,2.2000000000007276,1.8999999999996362,4.100000000000364,-0.0022191803550689615,2005,4.100000000000364
2005-09-15,6148.7,6116.27,6082.56,6148.7,6102.97,-32.42999999999938,-33.710000000000036,-66.13999999999942,-0.00848195769390292,2005,-66.13999999999942
2005-09-20,6035.59,6026.06,6105.35,6035.59,5994.46,-9.529999999999745,79.28999999999996,69.76000000000022,-0.013964656570549905,2005,-69.76000000000022
2005-09-21,6105.35,6101.68,6067.34,6121.62,6084.38,-3.6700000000000728,-34.340000000000146,-38.01000000000022,-0.004015892681676458,2005,-38.01000000000022
2005-09-22,6067.34,6019.97,5972.06,6067.34,6002.62,-47.36999999999989,-47.909999999999854,-95.27999999999975,-0.017372281559644764,2005,95.27999999999975
2005-09-23,5972.06,5949.47,5925.54,5973.72,5935.66,-22.590000000000146,-23.93000000000029,-46.52000000000044,-0.0022917757988475396,2005,-46.52000000000044
2005-09-28,5945.05,5932.85,5931.38,5949.91,5922.12,-12.199999999999818,-1.4700000000002547,-13.670000000000073,-0.012315537022232759,2005,13.670000000000073
2005-09-30,6009.99,6075.61,6118.61,6086.61,6009.99,65.61999999999989,43.0,108.61999999999989,0.015459652484431485,2005,108.61999999999989
2005-10-03,6118.61,6092.75,6123.92,6128.97,6090.78,-25.859999999999673,31.170000000000073,5.3100000000004,0.019212625439574582,2005,5.3100000000004
2005-10-05,6142.12,6154.14,6135.01,6171.87,6136.66,12.020000000000437,-19.13000000000011,-7.109999999999673,-0.010855242517412322,2005,7.109999999999673
2005-10-06,6135.01,6090.42,6095.81,6135.01,6081.11,-44.590000000000146,5.390000000000327,-39.19999999999982,-0.013744396515266821,2005,39.19999999999982
2005-10-07,6095.81,6107.22,6081.84,6107.5,6088.96,11.409999999999854,-25.38000000000011,-13.970000000000255,-0.017302002487028845,2005,13.970000000000255
2005-10-11,6081.84,6082.99,6066.59,6112.68,6081.84,1.1499999999996362,-16.399999999999636,-15.25,-0.03244345167096796,2005,1.1499999999996362
2005-10-12,6066.59,6038.46,5987.4,6066.59,6031.9,-28.13000000000011,-51.0600000000004,-79.19000000000051,-0.016676005827636398,2005,79.19000000000051
2005-10-13,5987.4,5954.39,5960.11,5987.4,5949.17,-33.00999999999931,5.719999999999345,-27.289999999999964,-0.00396617355428408,2005,-27.289999999999964
2005-10-14,5960.11,6005.06,5969.07,6004.87,5960.11,44.95000000000073,-35.99000000000069,8.960000000000036,0.021420234798727567,2005,35.99000000000069
2005-10-17,5969.07,5917.83,5826.27,5991.35,5919.18,-51.23999999999978,-91.55999999999949,-142.79999999999927,-0.008155400712477334,2005,-142.79999999999927
2005-10-19,5830.79,5726.19,5694.16,5830.79,5728.69,-104.60000000000036,-32.029999999999745,-136.6300000000001,-0.01218744378485348,2005,136.6300000000001
2005-10-25,5717.28,5793.72,5721.31,5803.67,5717.28,76.44000000000051,-72.40999999999985,4.030000000000655,0.011180264795745076,2005,4.030000000000655
2005-10-26,5721.31,5699.62,5700.72,5739.94,5672.89,-21.69000000000051,1.1000000000003638,-20.590000000000146,-0.010407574028066913,2005,20.590000000000146
2005-10-27,5700.72,5688.46,5661.18,5705.81,5632.23,-12.260000000000218,-27.279999999999745,-39.539999999999964,-0.005790021260234313,2005,-39.539999999999964
2005-10-28,5661.18,5644.65,5632.97,5690.98,5644.56,-16.530000000000655,-11.679999999999382,-28.210000000000036,-0.027162291278038153,2005,-16.530000000000655
2005-10-31,5632.97,5695.94,5764.3,5713.09,5632.97,62.969999999999345,68.36000000000058,131.32999999999993,-0.006477410906369774,2005,131.32999999999993
2005-11-01,5764.3,5794.74,5798.41,5806.02,5764.3,30.4399999999996,3.6700000000000728,34.10999999999967,0.018287946901405006,2005,34.10999999999967
2005-11-02,5798.41,5816.9,5870.37,5840.96,5798.41,18.48999999999978,53.470000000000255,71.96000000000004,-0.009476701183431913,2005,71.96000000000004
2005-11-03,5870.37,5885.89,5858.01,5908.69,5870.37,15.520000000000437,-27.88000000000011,-12.359999999999673,0.029588836514677697,2005,27.88000000000011
2005-11-04,5858.01,5921.56,5911.74,5930.24,5858.01,63.55000000000018,-9.820000000000618,53.72999999999956,0.018834141698019113,2005,53.72999999999956
2005-11-09,5849.63,5900.89,5971.06,5910.96,5843.39,51.26000000000022,70.17000000000007,121.43000000000029,-0.002162019061065945,2005,121.43000000000029
2005-11-10,5971.06,5996.55,5988.37,6004.98,5971.06,25.48999999999978,-8.180000000000291,17.30999999999949,0.014061463630333781,2005,17.30999999999949
2005-11-11,5988.37,6022.36,6075.26,6068.88,5988.37,33.98999999999978,52.900000000000546,86.89000000000033,0.012798151135917646,2005,86.89000000000033
2005-11-14,6075.26,6084.91,6083.62,6090.87,6062.83,9.649999999999636,-1.2899999999999636,8.359999999999673,-0.007276171614319815,2005,8.359999999999673
2005-11-16,6030.74,6057.0,6046.2,6079.3,6021.61,26.26000000000022,-10.800000000000182,15.460000000000036,-0.003148383757790141,2005,15.460000000000036
2005-11-17,6046.2,6014.27,6020.94,6063.09,6002.99,-31.92999999999938,6.669999999999163,-25.26000000000022,-0.0008436627944707897,2005,-25.26000000000022
2005-11-18,6020.94,6084.42,6106.74,6095.69,6020.94,63.48000000000047,22.31999999999971,85.80000000000018,0.010630466787910242,2005,85.80000000000018
2005-11-21,6106.74,6134.97,6103.42,6138.4,6106.74,28.230000000000473,-31.550000000000182,-3.319999999999709,0.0250005355727414,2005,31.550000000000182
2005-11-24,6123.52,6118.82,6111.89,6128.76,6110.79,-4.700000000000728,-6.9299999999993815,-11.63000000000011,-0.004949572348665221,2005,-11.63000000000011
2005-11-25,6111.89,6127.43,6128.2,6145.01,6111.89,15.539999999999964,0.7699999999995271,16.30999999999949,-0.004949572348665221,2005,16.30999999999949
2005-11-29,6203.84,6184.22,6139.51,6207.05,6179.62,-19.61999999999989,-44.710000000000036,-64.32999999999993,-0.01207156269990306,2005,64.32999999999993
2005-11-30,6139.51,6184.55,6203.47,6192.58,6139.51,45.039999999999964,18.920000000000073,63.960000000000036,-0.006224413067089984,2005,63.960000000000036
2005-12-01,6203.47,6181.55,6179.82,6203.47,6174.77,-21.920000000000073,-1.730000000000473,-23.650000000000546,0.01231661692378827,2005,-23.650000000000546
2005-12-02,6179.82,6222.69,6228.95,6258.34,6179.82,42.86999999999989,6.260000000000218,49.13000000000011,0.04208537496885656,2005,-6.260000000000218
2005-12-06,6348.31,6344.51,6350.52,6348.31,6318.95,-3.800000000000182,6.010000000000218,2.2100000000000364,-0.015664866789295573,2005,-2.2100000000000364
2005-12-07,6350.52,6324.16,6329.52,6370.82,6313.75,-26.360000000000582,5.360000000000582,-21.0,0.010428597263246742,2005,-21.0
2005-12-08,6329.52,6301.88,6249.19,6329.52,6286.08,-27.640000000000327,-52.69000000000051,-80.33000000000084,-0.011852205385196712,2005,80.33000000000084
2005-12-09,6249.19,6245.55,6264.36,6274.04,6244.99,-3.639999999999418,18.80999999999949,15.170000000000073,-0.017085932783256097,2005,-15.170000000000073
2005-12-12,6264.36,6224.65,6266.29,6272.61,6206.83,-39.710000000000036,41.64000000000033,1.930000000000291,0.018017649106283562,2005,1.930000000000291
2005-12-15,6235.35,6251.07,6258.47,6259.21,6227.25,15.719999999999345,7.400000000000546,23.11999999999989,-0.004116617611964024,2005,23.11999999999989
2005-12-16,6258.47,6345.54,6350.69,6354.11,6258.47,87.06999999999971,5.149999999999636,92.21999999999935,-0.004772650118817001,2005,92.21999999999935
