str_min,agree,m,tgt,ex,B,n,n_loss,n_loss100,winrate,avg,total,max_loss,pf,be
0.0,True,10,300,13:30,120,69,46,19,0.333,-16.62,-1147.0,-1457.0,0.81,0.348
0.0,True,10,300,13:44,0,69,33,25,0.522,-9.83,-678.0,-1507.0,0.92,0.0
0.0,True,10,300,13:44,50,69,57,14,0.174,-30.45,-2101.0,-1507.0,0.57,0.623
0.0,True,10,300,13:44,80,69,55,19,0.203,-38.48,-2655.0,-1507.0,0.56,0.507
0.0,True,10,300,13:44,120,69,49,19,0.29,-22.54,-1555.0,-1507.0,0.75,0.391
0.0,True,20,150,13:20,0,59,13,12,0.78,64.86,3827.0,-456.0,2.55,0.0
0.0,True,20,150,13:20,50,59,33,7,0.441,36.66,2163.0,-363.0,2.55,0.441
0.0,True,20,150,13:20,80,59,23,10,0.61,47.31,2791.0,-456.0,2.31,0.203
0.0,True,20,150,13:20,120,59,16,10,0.729,63.34,3737.0,-456.0,2.77,0.085
0.0,True,20,150,13:30,0,59,15,10,0.746,61.47,3627.0,-409.0,2.34,0.0
0.0,True,20,150,13:30,50,59,34,7,0.424,34.46,2033.0,-409.0,2.27,0.441
0.0,True,20,150,13:30,80,59,24,9,0.593,46.61,2750.0,-409.0,2.23,0.203
0.0,True,20,150,13:30,120,59,18,9,0.695,61.86,3650.0,-409.0,2.64,0.102
0.0,True,20,150,13:44,0,59,14,11,0.763,63.37,3739.0,-347.0,2.44,0.0
0.0,True,20,150,13:44,50,59,34,7,0.424,35.44,2091.0,-318.0,2.34,0.441
0.0,True,20,150,13:44,80,59,24,10,0.593,46.54,2746.0,-347.0,2.22,0.203
0.0,True,20,150,13:44,120,59,18,10,0.695,61.8,3646.0,-347.0,2.63,0.102
0.0,True,20,200,13:20,0,59,18,13,0.695,64.39,3799.0,-456.0,2.3,0.0
0.0,True,20,200,13:20,50,59,38,7,0.356,38.27,2258.0,-363.0,2.6,0.525
0.0,True,20,200,13:20,80,59,29,10,0.508,50.02,2951.0,-456.0,2.38,0.305
0.0,True,20,200,13:20,120,59,24,10,0.593,62.42,3683.0,-456.0,2.73,0.22
0.0,True,20,200,13:30,0,59,20,11,0.661,58.46,3449.0,-409.0,2.14,0.0
0.0,True,20,200,13:30,50,59,39,7,0.339,34.44,2032.0,-409.0,2.26,0.525
0.0,True,20,200,13:30,80,59,31,9,0.475,46.44,2740.0,-409.0,2.21,0.322
0.0,True,20,200,13:30,120,59,27,9,0.542,56.75,3348.0,-409.0,2.49,0.254
0.0,True,20,200,13:44,0,59,19,14,0.678,58.25,3437.0,-347.0,2.05,0.0
0.0,True,20,200,13:44,50,59,40,7,0.322,33.44,1973.0,-318.0,2.25,0.542
0.0,True,20,200,13:44,80,59,32,10,0.458,43.54,2569.0,-347.0,2.13,0.339
0.0,True,20,200,13:44,120,59,29,10,0.508,53.71,3169.0,-347.0,2.4,0.288
0.0,True,20,250,13:20,0,59,20,14,0.661,69.1,4077.0,-491.0,2.18,0.0
0.0,True,20,250,13:20,50,59,41,7,0.305,37.46,2210.0,-363.0,2.56,0.576
0.0,True,20,250,13:20,80,59,35,10,0.407,41.58,2453.0,-456.0,2.14,0.407
0.0,True,20,250,13:20,120,59,30,10,0.492,55.68,3285.0,-456.0,2.54,0.322
0.0,True,20,250,13:30,0,59,22,12,0.627,61.03,3601.0,-522.0,2.01,0.0
0.0,True,20,250,13:30,50,59,43,7,0.271,31.68,1869.0,-409.0,2.16,0.593
0.0,True,20,250,13:30,80,59,38,9,0.356,36.05,2127.0,-409.0,1.94,0.441
0.0,True,20,250,13:30,120,59,34,9,0.424,48.05,2835.0,-409.0,2.25,0.373
0.0,True,20,250,13:44,0,59,21,15,0.644,61.34,3619.0,-551.0,1.94,0.0
0.0,True,20,250,13:44,50,59,44,7,0.254,30.9,1823.0,-318.0,2.15,0.61
0.0,True,20,250,13:44,80,59,39,10,0.339,33.37,1969.0,-347.0,1.86,0.458
0.0,True,20,250,13:44,120,59,36,10,0.39,45.68,2695.0,-347.0,2.18,0.407
0.0,True,20,300,13:20,0,59,21,15,0.644,54.76,3231.0,-491.0,1.88,0.0
0.0,True,20,300,13:20,50,59,44,7,0.254,25.31,1493.0,-363.0,2.05,0.627
0.0,True,20,300,13:20,80,59,39,10,0.339,25.05,1478.0,-456.0,1.69,0.475
0.0,True,20,300,13:20,120,59,34,10,0.424,39.44,2327.0,-456.0,2.08,0.39
0.0,True,20,300,13:30,0,59,24,13,0.593,47.58,2807.0,-522.0,1.72,0.0
0.0,True,20,300,13:30,50,59,46,7,0.22,21.39,1262.0,-409.0,1.78,0.644
0.0,True,20,300,13:30,80,59,42,9,0.288,20.68,1220.0,-409.0,1.54,0.508
0.0,True,20,300,13:30,120,59,38,9,0.356,33.39,1970.0,-409.0,1.87,0.441
0.0,True,20,300,13:44,0,59,24,17,0.593,44.17,2606.0,-551.0,1.6,0.0
0.0,True,20,300,13:44,50,59,47,7,0.203,20.03,1182.0,-318.0,1.74,0.661
0.0,True,20,300,13:44,80,59,43,10,0.271,16.95,1000.0,-347.0,1.44,0.525
0.0,True,20,300,13:44,120,59,40,10,0.322,30.95,1826.0,-347.0,1.8,0.475
0.0,True,30,150,13:20,0,56,13,12,0.768,56.95,3189.0,-466.0,2.17,0.0
0.0,True,30,150,13:20,50,56,37,7,0.339,17.5,980.0,-466.0,1.55,0.536
0.0,True,30,150,13:20,80,56,23,9,0.589,46.82,2622.0,-466.0,2.26,0.232
0.0,True,30,150,13:20,120,56,15,11,0.732,56.71,3176.0,-466.0,2.3,0.054
0.0,True,30,150,13:30,0,56,14,11,0.75,59.27,3319.0,-419.0,2.23,0.0
0.0,True,30,150,13:30,50,56,37,7,0.339,18.75,1050.0,-419.0,1.6,0.536
0.0,True,30,150,13:30,80,56,23,8,0.589,47.8,2677.0,-419.0,2.29,0.232
0.0,True,30,150,13:30,120,56,16,10,0.714,57.88,3241.0,-419.0,2.31,0.071
0.0,True,30,150,13:44,0,56,14,11,0.75,58.38,3269.0,-357.0,2.19,0.0
0.0,True,30,150,13:44,50,56,37,7,0.339,19.55,1095.0,-357.0,1.64,0.536
0.0,True,30,150,13:44,80,56,23,9,0.589,47.41,2655.0,-357.0,2.27,0.232
0.0,True,30,150,13:44,120,56,16,10,0.714,58.36,3268.0,-357.0,2.33,0.071
0.0,True,30,200,13:20,0,56,17,13,0.696,62.98,3527.0,-466.0,2.2,0.0
0.0,True,30,200,13:20,50,56,43,7,0.232,12.14,680.0,-466.0,1.38,0.643
0.0,True,30,200,13:20,80,56,32,9,0.429,38.7,2167.0,-466.0,2.04,0.393
0.0,True,30,200,13:20,120,56,26,11,0.536,45.02,2521.0,-466.0,2.02,0.25
0.0,True,30,200,13:30,0,56,19,11,0.661,59.14,3312.0,-419.0,2.13,0.0
0.0,True,30,200,13:30,50,56,43,7,0.232,11.64,652.0,-419.0,1.37,0.643
0.0,True,30,200,13:30,80,56,33,8,0.411,36.79,2060.0,-419.0,1.98,0.411
0.0,True,30,200,13:30,120,56,28,10,0.5,41.29,2312.0,-419.0,1.93,0.286
0.0,True,30,200,13:44,0,56,18,13,0.679,60.3,3377.0,-357.0,2.06,0.0
0.0,True,30,200,13:44,50,56,44,7,0.214,11.52,645.0,-357.0,1.37,0.661
0.0,True,30,200,13:44,80,56,34,9,0.393,34.57,1936.0,-357.0,1.92,0.429
0.0,True,30,200,13:44,120,56,30,10,0.464,40.16,2249.0,-357.0,1.91,0.321
0.0,True,30,250,13:20,0,56,19,14,0.661,67.23,3765.0,-501.0,2.08,0.0
0.0,True,30,250,13:20,50,56,45,7,0.196,13.0,728.0,-466.0,1.41,0.679
0.0,True,30,250,13:20,80,56,36,9,0.357,37.77,2115.0,-466.0,2.01,0.464
0.0,True,30,250,13:20,120,56,30,11,0.464,45.88,2569.0,-466.0,2.04,0.321
0.0,True,30,250,13:30,0,56,21,12,0.625,61.14,3424.0,-532.0,1.97,0.0
0.0,True,30,250,13:30,50,56,45,7,0.196,13.02,729.0,-419.0,1.41,0.679
0.0,True,30,250,13:30,80,56,37,8,0.339,36.38,2037.0,-419.0,1.97,0.482
0.0,True,30,250,13:30,120,56,32,10,0.429,42.66,2389.0,-419.0,1.95,0.357
0.0,True,30,250,13:44,0,56,20,14,0.643,62.66,3509.0,-561.0,1.93,0.0
0.0,True,30,250,13:44,50,56,46,7,0.179,13.3,745.0,-357.0,1.43,0.696
0.0,True,30,250,13:44,80,56,38,9,0.321,34.57,1936.0,-357.0,1.91,0.5
0.0,True,30,250,13:44,120,56,34,10,0.393,42.23,2365.0,-357.0,1.95,0.393
0.0,True,30,300,13:20,0,56,21,15,0.625,50.16,2809.0,-501.0,1.76,0.0
0.0,True,30,300,13:20,50,56,46,7,0.179,9.82,550.0,-466.0,1.31,0.696
0.0,True,30,300,13:20,80,56,39,9,0.304,25.0,1400.0,-466.0,1.66,0.518
0.0,True,30,300,13:20,120,56,33,11,0.411,30.16,1689.0,-466.0,1.68,0.375
0.0,True,30,300,13:30,0,56,23,13,0.589,44.79,2508.0,-532.0,1.65,0.0
0.0,True,30,300,13:30,50,56,46,7,0.179,11.25,630.0,-419.0,1.35,0.696
0.0,True,30,300,13:30,80,56,40,8,0.286,24.61,1378.0,-419.0,1.65,0.536
0.0,True,30,300,13:30,120,56,35,10,0.375,28.27,1583.0,-419.0,1.63,0.411
0.0,True,30,300,13:44,0,56,23,17,0.589,42.96,2406.0,-561.0,1.56,0.0
0.0,True,30,300,13:44,50,56,47,7,0.161,11.71,656.0,-357.0,1.38,0.714
0.0,True,30,300,13:44,80,56,41,9,0.268,21.91,1227.0,-357.0,1.58,0.554
0.0,True,30,300,13:44,120,56,37,10,0.339,27.66,1549.0,-357.0,1.62,0.446
0.0,True,40,150,13:20,0,53,11,9,0.792,64.85,3437.0,-476.0,2.61,0.0
0.0,True,40,150,13:20,50,53,34,5,0.358,29.89,1584.0,-476.0,2.36,0.547
0.0,True,40,150,13:20,80,53,20,6,0.623,62.06,3289.0,-476.0,3.41,0.245
0.0,True,40,150,13:20,120,53,13,8,0.755,68.55,3633.0,-476.0,3.08,0.075
0.0,True,40,150,13:30,0,53,12,12,0.774,67.98,3603.0,-372.0,2.71,0.0
0.0,True,40,150,13:30,50,53,34,5,0.358,30.96,1641.0,-372.0,2.4,0.547
0.0,True,40,150,13:30,80,53,20,7,0.623,63.51,3366.0,-372.0,3.49,0.245
0.0,True,40,150,13:30,120,53,14,10,0.736,68.79,3646.0,-372.0,2.95,0.075
0.0,True,40,150,13:44,0,53,13,10,0.755,64.53,3420.0,-367.0,2.5,0.0
0.0,True,40,150,13:44,50,53,34,5,0.358,29.42,1559.0,-367.0,2.24,0.547
0.0,True,40,150,13:44,80,53,21,7,0.604,60.43,3203.0,-367.0,3.2,0.245
0.0,True,40,150,13:44,120,53,15,8,0.717,68.28,3619.0,-367.0,2.95,0.075
0.0,True,40,200,13:20,0,53,14,10,0.736,75.36,3994.0,-476.0,2.73,0.0
0.0,True,40,200,13:20,50,53,40,5,0.245,24.23,1284.0,-476.0,2.09,0.66
0.0,True,40,200,13:20,80,53,30,6,0.434,49.81,2640.0,-476.0,2.91,0.434
0.0,True,40,200,13:20,120,53,25,8,0.528,51.58,2734.0,-476.0,2.54,0.302
0.0,True,40,200,13:30,0,53,18,12,0.66,69.13,3664.0,-372.0,2.58,0.0
0.0,True,40,200,13:30,50,53,40,5,0.245,23.26,1233.0,-372.0,2.04,0.66
0.0,True,40,200,13:30,80,53,31,7,0.415,48.26,2558.0,-372.0,2.86,0.453
0.0,True,40,200,13:30,120,53,27,10,0.491,46.34,2456.0,-372.0,2.29,0.321
0.0,True,40,200,13:44,0,53,18,11,0.66,68.58,3635.0,-367.0,2.37,0.0
0.0,True,40,200,13:44,50,53,41,5,0.226,20.92,1109.0,-367.0,1.88,0.679
0.0,True,40,200,13:44,80,53,33,7,0.377,44.4,2353.0,-367.0,2.59,0.472
0.0,True,40,200,13:44,120,53,30,8,0.434,45.64,2419.0,-367.0,2.28,0.358
0.0,True,40,250,13:20,0,53,17,11,0.679,70.51,3737.0,-511.0,2.3,0.0
0.0,True,40,250,13:20,50,53,42,5,0.208,24.94,1322.0,-476.0,2.12,0.698
0.0,True,40,250,13:20,80,53,35,6,0.34,42.98,2278.0,-476.0,2.64,0.528
0.0,True,40,250,13:20,120,53,30,8,0.434,45.7,2422.0,-476.0,2.36,0.396
0.0,True,40,250,13:30,0,53,20,13,0.623,67.64,3585.0,-542.0,2.23,0.0
0.0,True,40,250,13:30,50,53,42,5,0.208,24.53,1300.0,-372.0,2.1,0.698
0.0,True,40,250,13:30,80,53,36,7,0.321,41.98,2225.0,-372.0,2.61,0.547
0.0,True,40,250,13:30,120,53,32,10,0.396,41.0,2173.0,-372.0,2.14,0.415
0.0,True,40,250,13:44,0,53,21,13,0.604,64.89,3439.0,-571.0,2.02,0.0
0.0,True,40,250,13:44,50,53,43,5,0.189,21.6,1145.0,-367.0,1.9,0.717
0.0,True,40,250,13:44,80,53,38,7,0.283,37.53,1989.0,-367.0,2.34,0.566
0.0,True,40,250,13:44,120,53,35,8,0.34,39.83,2111.0,-367.0,2.11,0.453
0.0,True,40,300,13:20,0,53,18,12,0.66,59.66,3162.0,-511.0,2.02,0.0
0.0,True,40,300,13:20,50,53,43,5,0.189,22.57,1196.0,-476.0,2.01,0.717
0.0,True,40,300,13:20,80,53,36,6,0.321,38.17,2023.0,-476.0,2.45,0.547
0.0,True,40,300,13:20,120,53,31,8,0.415,38.4,2035.0,-476.0,2.14,0.415
0.0,True,40,300,13:30,0,53,22,15,0.585,55.02,2916.0,-542.0,1.89,0.0
0.0,True,40,300,13:30,50,53,43,5,0.189,19.68,1043.0,-372.0,1.88,0.717
0.0,True,40,300,13:30,80,53,37,7,0.302,38.23,2026.0,-372.0,2.46,0.566
0.0,True,40,300,13:30,120,53,33,10,0.377,34.62,1835.0,-372.0,1.96,0.434
0.0,True,40,300,13:44,0,53,23,15,0.566,51.94,2753.0,-571.0,1.72,0.0
0.0,True,40,300,13:44,50,53,44,5,0.17,17.02,902.0,-367.0,1.71,0.736
0.0,True,40,300,13:44,80,53,39,7,0.264,34.04,1804.0,-367.0,2.21,0.585
0.0,True,40,300,13:44,120,53,36,8,0.321,33.19,1759.0,-367.0,1.93,0.472
0.0,True,50,150,13:20,0,51,12,10,0.765,55.94,2853.0,-486.0,2.3,0.0
0.0,True,50,150,13:20,50,51,33,6,0.353,23.96,1222.0,-486.0,1.94,0.51
0.0,True,50,150,13:20,80,51,26,6,0.49,41.33,2108.0,-486.0,2.64,0.373
0.0,True,50,150,13:20,120,51,16,8,0.686,56.57,2885.0,-486.0,2.71,0.137
0.0,True,50,150,13:30,0,51,16,11,0.686,53.84,2746.0,-382.0,2.26,0.0
0.0,True,50,150,13:30,50,51,34,6,0.333,23.2,1183.0,-382.0,1.91,0.529
0.0,True,50,150,13:30,80,51,28,6,0.451,40.84,2083.0,-382.0,2.62,0.412
0.0,True,50,150,13:30,120,51,20,9,0.608,51.43,2623.0,-382.0,2.43,0.176
0.0,True,50,150,13:44,0,51,15,10,0.706,47.8,2438.0,-377.0,1.92,0.0
0.0,True,50,150,13:44,50,51,34,6,0.333,20.0,1020.0,-377.0,1.72,0.529
0.0,True,50,150,13:44,80,51,28,6,0.451,37.65,1920.0,-377.0,2.38,0.412
0.0,True,50,150,13:44,120,51,20,7,0.608,50.9,2596.0,-377.0,2.42,0.196
0.0,True,50,200,13:20,0,51,15,11,0.706,60.69,3095.0,-521.0,2.1,0.0
0.0,True,50,200,13:20,50,51,39,6,0.235,15.69,800.0,-486.0,1.61,0.627
0.0,True,50,200,13:20,80,51,33,6,0.353,34.04,1736.0,-486.0,2.34,0.51
0.0,True,50,200,13:20,120,51,25,8,0.51,48.29,2463.0,-486.0,2.45,0.314
0.0,True,50,200,13:30,0,51,20,13,0.608,54.69,2789.0,-552.0,1.96,0.0
0.0,True,50,200,13:30,50,51,40,6,0.216,15.35,783.0,-382.0,1.6,0.647
0.0,True,50,200,13:30,80,51,35,6,0.314,33.94,1731.0,-382.0,2.34,0.549
0.0,True,50,200,13:30,120,51,29,9,0.431,43.55,2221.0,-382.0,2.2,0.353
0.0,True,50,200,13:44,0,51,18,11,0.647,51.59,2631.0,-581.0,1.81,0.0
0.0,True,50,200,13:44,50,51,40,6,0.216,12.16,620.0,-377.0,1.44,0.647
0.0,True,50,200,13:44,80,51,35,6,0.314,31.76,1620.0,-377.0,2.15,0.549
0.0,True,50,200,13:44,120,51,29,7,0.431,44.04,2246.0,-377.0,2.22,0.373
0.0,True,50,250,13:20,0,51,17,11,0.667,65.65,3348.0,-521.0,2.16,0.0
0.0,True,50,250,13:20,50,51,39,6,0.235,22.39,1142.0,-486.0,1.87,0.627
0.0,True,50,250,13:20,80,51,35,6,0.314,34.86,1778.0,-486.0,2.37,0.549
0.0,True,50,250,13:20,120,51,29,8,0.431,44.22,2255.0,-486.0,2.32,0.392
0.0,True,50,250,13:30,0,51,21,13,0.588,61.88,3156.0,-552.0,2.07,0.0
0.0,True,50,250,13:30,50,51,40,6,0.216,20.45,1043.0,-382.0,1.8,0.647
0.0,True,50,250,13:30,80,51,37,6,0.275,33.16,1691.0,-382.0,2.3,0.588
0.0,True,50,250,13:30,120,51,33,9,0.353,37.86,1931.0,-382.0,2.04,0.431
0.0,True,50,250,13:44,0,51,20,12,0.608,58.8,2999.0,-581.0,1.88,0.0
0.0,True,50,250,13:44,50,51,40,6,0.216,17.47,891.0,-377.0,1.63,0.647
0.0,True,50,250,13:44,80,51,37,6,0.275,31.12,1587.0,-377.0,2.12,0.588
0.0,True,50,250,13:44,120,51,33,7,0.353,38.49,1963.0,-377.0,2.06,0.451
0.0,True,50,300,13:20,0,51,18,12,0.647,53.06,2706.0,-521.0,1.87,0.0
0.0,True,50,300,13:20,50,51,40,6,0.216,18.92,965.0,-486.0,1.74,0.647
0.0,True,50,300,13:20,80,51,36,6,0.294,26.33,1343.0,-486.0,2.03,0.569
0.0,True,50,300,13:20,120,51,30,8,0.412,34.86,1778.0,-486.0,2.04,0.412
0.0,True,50,300,13:30,0,51,23,15,0.549,49.37,2518.0,-552.0,1.76,0.0
0.0,True,50,300,13:30,50,51,41,6,0.196,16.53,843.0,-382.0,1.64,0.667
0.0,True,50,300,13:30,80,51,38,6,0.255,28.18,1437.0,-382.0,2.1,0.608
0.0,True,50,300,13:30,120,51,34,9,0.333,31.92,1628.0,-382.0,1.88,0.451
0.0,True,50,300,13:44,0,51,22,14,0.569,43.96,2242.0,-581.0,1.57,0.0
0.0,True,50,300,13:44,50,51,41,6,0.196,12.37,631.0,-377.0,1.44,0.667
0.0,True,50,300,13:44,80,51,38,6,0.255,24.73,1261.0,-377.0,1.89,0.608
0.0,True,50,300,13:44,120,51,34,7,0.333,30.59,1560.0,-377.0,1.84,0.471
0.002,False,10,150,13:20,0,78,28,22,0.641,4.08,318.0,-1672.0,1.05,0.0
0.002,False,10,150,13:20,50,78,52,14,0.333,-16.58,-1293.0,-1672.0,0.74,0.449
0.002,False,10,150,13:20,80,78,47,20,0.397,-21.82,-1702.0,-1672.0,0.72,0.308
0.002,False,10,150,13:20,120,78,31,21,0.603,4.22,329.0,-1672.0,1.05,0.064
0.002,False,10,150,13:30,0,78,28,21,0.641,5.56,434.0,-1457.0,1.07,0.0
0.002,False,10,150,13:30,50,78,52,15,0.333,-15.46,-1206.0,-1457.0,0.75,0.462
0.002,False,10,150,13:30,80,78,46,20,0.41,-19.06,-1487.0,-1457.0,0.75,0.308
0.002,False,10,150,13:30,120,78,31,20,0.603,6.46,504.0,-1457.0,1.08,0.077
0.002,False,10,150,13:44,0,78,27,21,0.654,5.22,407.0,-1507.0,1.06,0.0
0.002,False,10,150,13:44,50,78,52,15,0.333,-18.08,-1410.0,-1507.0,0.72,0.462
0.002,False,10,150,13:44,80,78,46,20,0.41,-21.33,-1664.0,-1507.0,0.73,0.308
0.002,False,10,150,13:44,120,78,31,20,0.603,3.64,284.0,-1507.0,1.04,0.077
0.002,False,10,200,13:20,0,78,31,23,0.603,7.88,615.0,-1672.0,1.09,0.0
0.002,False,10,200,13:20,50,78,55,14,0.295,-11.03,-860.0,-1672.0,0.82,0.487
0.002,False,10,200,13:20,80,78,52,20,0.333,-18.19,-1419.0,-1672.0,0.77,0.372
0.002,False,10,200,13:20,120,78,39,21,0.5,6.37,497.0,-1672.0,1.08,0.167
0.002,False,10,200,13:30,0,78,32,22,0.59,9.53,743.0,-1457.0,1.11,0.0
0.002,False,10,200,13:30,50,78,55,15,0.295,-11.74,-916.0,-1457.0,0.81,0.5
0.002,False,10,200,13:30,80,78,51,20,0.346,-17.27,-1347.0,-1457.0,0.77,0.372
0.002,False,10,200,13:30,120,78,40,20,0.487,6.19,483.0,-1457.0,1.08,0.192
0.002,False,10,200,13:44,0,78,32,23,0.59,8.15,636.0,-1507.0,1.09,0.0
0.002,False,10,200,13:44,50,78,57,15,0.269,-15.51,-1210.0,-1507.0,0.76,0.526
0.002,False,10,200,13:44,80,78,53,20,0.321,-20.05,-1564.0,-1507.0,0.75,0.397
0.002,False,10,200,13:44,120,78,42,20,0.462,2.37,185.0,-1507.0,1.03,0.218
0.002,False,10,250,13:20,0,78,33,24,0.577,13.55,1057.0,-1672.0,1.14,0.0
0.002,False,10,250,13:20,50,78,57,14,0.269,-8.12,-633.0,-1672.0,0.87,0.513
0.002,False,10,250,13:20,80,78,55,20,0.295,-16.56,-1292.0,-1672.0,0.79,0.41
0.002,False,10,250,13:20,120,78,45,21,0.423,3.51,274.0,-1672.0,1.04,0.244
0.002,False,10,250,13:30,0,78,34,23,0.564,13.49,1052.0,-1457.0,1.14,0.0
0.002,False,10,250,13:30,50,78,57,15,0.269,-10.23,-798.0,-1457.0,0.84,0.526
0.002,False,10,250,13:30,80,78,54,20,0.308,-17.04,-1329.0,-1457.0,0.78,0.41
0.002,False,10,250,13:30,120,78,46,20,0.41,1.94,151.0,-1457.0,1.02,0.269
0.002,False,10,250,13:44,0,78,34,25,0.564,8.17,637.0,-1507.0,1.08,0.0
0.002,False,10,250,13:44,50,78,60,15,0.231,-14.97,-1168.0,-1507.0,0.77,0.564
0.002,False,10,250,13:44,80,78,58,20,0.256,-23.36,-1822.0,-1507.0,0.71,0.462
0.002,False,10,250,13:44,120,78,50,20,0.359,-4.78,-373.0,-1507.0,0.94,0.321
0.002,False,10,300,13:20,0,78,35,25,0.551,5.08,396.0,-1672.0,1.05,0.0
0.002,False,10,300,13:20,50,78,60,14,0.231,-14.51,-1132.0,-1672.0,0.77,0.551
0.002,False,10,300,13:20,80,78,58,20,0.256,-23.86,-1861.0,-1672.0,0.69,0.449
0.002,False,10,300,13:20,120,78,50,21,0.359,-9.21,-718.0,-1672.0,0.88,0.308
0.002,False,10,300,13:30,0,78,37,24,0.526,6.26,488.0,-1457.0,1.06,0.0
0.002,False,10,300,13:30,50,78,60,15,0.231,-16.85,-1314.0,-1457.0,0.73,0.564
0.002,False,10,300,13:30,80,78,57,20,0.269,-22.37,-1745.0,-1457.0,0.71,0.449
0.002,False,10,300,13:30,120,78,51,20,0.346,-8.5,-663.0,-1457.0,0.89,0.333
0.002,False,10,300,13:44,0,78,37,27,0.526,-1.17,-91.0,-1507.0,0.99,0.0
0.002,False,10,300,13:44,50,78,63,15,0.192,-21.53,-1679.0,-1507.0,0.67,0.603
0.002,False,10,300,13:44,80,78,61,20,0.218,-28.63,-2233.0,-1507.0,0.65,0.5
0.002,False,10,300,13:44,120,78,55,20,0.295,-14.72,-1148.0,-1507.0,0.82,0.385
0.002,False,20,150,13:20,0,67,17,14,0.746,58.55,3923.0,-456.0,2.39,0.0
0.002,False,20,150,13:20,50,67,38,8,0.433,35.9,2405.0,-363.0,2.5,0.433
0.002,False,20,150,13:20,80,67,28,12,0.582,43.04,2884.0,-456.0,2.16,0.209
0.002,False,20,150,13:20,120,67,21,12,0.687,56.93,3814.0,-456.0,2.54,0.09
0.002,False,20,150,13:30,0,67,18,11,0.731,60.84,4076.0,-409.0,2.44,0.0
0.002,False,20,150,13:30,50,67,39,8,0.418,35.06,2349.0,-409.0,2.36,0.433
0.002,False,20,150,13:30,80,67,28,10,0.582,47.0,3149.0,-409.0,2.33,0.209
0.002,False,20,150,13:30,120,67,22,10,0.672,60.24,4036.0,-409.0,2.7,0.104
0.002,False,20,150,13:44,0,67,16,12,0.761,64.9,4348.0,-347.0,2.57,0.0
0.002,False,20,150,13:44,50,67,38,8,0.433,36.19,2425.0,-318.0,2.42,0.433
0.002,False,20,150,13:44,80,67,27,11,0.597,48.21,3230.0,-347.0,2.35,0.209
0.002,False,20,150,13:44,120,67,21,11,0.687,61.27,4105.0,-347.0,2.7,0.104
0.002,False,20,200,13:20,0,67,22,15,0.672,57.45,3849.0,-456.0,2.17,0.0
0.002,False,20,200,13:20,50,67,44,8,0.343,36.57,2450.0,-363.0,2.52,0.522
0.002,False,20,200,13:20,80,67,35,12,0.478,44.69,2994.0,-456.0,2.2,0.313
0.002,False,20,200,13:20,120,67,30,12,0.552,55.37,3710.0,-456.0,2.49,0.224
0.002,False,20,200,13:30,0,67,23,12,0.657,59.6,3993.0,-409.0,2.26,0.0
0.002,False,20,200,13:30,50,67,45,8,0.328,34.3,2298.0,-409.0,2.32,0.522
0.002,False,20,200,13:30,80,67,36,10,0.463,46.1,3089.0,-409.0,2.29,0.328
0.002,False,20,200,13:30,120,67,32,10,0.522,54.99,3684.0,-409.0,2.54,0.254
0.002,False,20,200,13:44,0,67,22,16,0.672,57.4,3846.0,-347.0,2.08,0.0
0.002,False,20,200,13:44,50,67,45,8,0.328,33.69,2257.0,-318.0,2.31,0.537
0.002,False,20,200,13:44,80,67,37,11,0.448,42.58,2853.0,-347.0,2.18,0.358
0.002,False,20,200,13:44,120,67,34,11,0.493,51.16,3428.0,-347.0,2.4,0.299
0.002,False,20,250,13:20,0,67,24,16,0.642,63.09,4227.0,-491.0,2.11,0.0
0.002,False,20,250,13:20,50,67,47,8,0.299,37.34,2502.0,-363.0,2.55,0.567
0.002,False,20,250,13:20,80,67,41,12,0.388,38.75,2596.0,-456.0,2.04,0.403
0.002,False,20,250,13:20,120,67,36,12,0.463,50.93,3412.0,-456.0,2.36,0.313
0.002,False,20,250,13:30,0,67,25,13,0.627,63.36,4245.0,-522.0,2.14,0.0
0.002,False,20,250,13:30,50,67,49,8,0.269,33.36,2235.0,-409.0,2.28,0.582
0.002,False,20,250,13:30,80,67,43,10,0.358,38.45,2576.0,-409.0,2.07,0.433
0.002,False,20,250,13:30,120,67,39,10,0.418,48.82,3271.0,-409.0,2.36,0.358
0.002,False,20,250,13:44,0,67,24,17,0.642,61.61,4128.0,-551.0,2.0,0.0
0.002,False,20,250,13:44,50,67,49,8,0.269,32.94,2207.0,-318.0,2.27,0.597
0.002,False,20,250,13:44,80,67,44,11,0.343,35.12,2353.0,-347.0,1.97,0.463
0.002,False,20,250,13:44,120,67,41,11,0.388,45.58,3054.0,-347.0,2.24,0.403
0.002,False,20,300,13:20,0,67,25,17,0.627,51.96,3481.0,-491.0,1.87,0.0
0.002,False,20,300,13:20,50,67,50,8,0.254,28.13,1885.0,-363.0,2.16,0.612
0.002,False,20,300,13:20,80,67,45,12,0.328,25.69,1721.0,-456.0,1.69,0.463
0.002,False,20,300,13:20,120,67,40,12,0.403,38.12,2554.0,-456.0,2.02,0.373
0.002,False,20,300,13:30,0,67,27,14,0.597,53.0,3551.0,-522.0,1.88,0.0
0.002,False,20,300,13:30,50,67,52,8,0.224,25.79,1728.0,-409.0,1.99,0.627
0.002,False,20,300,13:30,80,67,47,10,0.299,26.4,1769.0,-409.0,1.73,0.493
0.002,False,20,300,13:30,120,67,43,10,0.358,37.4,2506.0,-409.0,2.04,0.418
